name,price,status,shipping,free_returns,items_sold
1.324CTW 14K White Gold Lab Grown Diamond Necklace MZ61376-1,90900,Brand New,0,False,0
Womens Purple Zircon Clover 925 Silver Dangle Drop Earrings Jewelry,291,New (Other),0,False,
Opal 8x6mm Oval Stud Earrings White Gold Silver,1999,New (Other),0,False,673
Mens & Women Rings Stainless Steel Silicone Rainbow Gear Couple Ring Jewelry #,99,Brand New,0,False,
Multicolor Stainless Steel Jewelry Band Ring for Mens Womens Size 7/8/9/10/11,133,New (Other),0,False,
Vintage Unique Copper Silver Plated Hoop Earrings Jewelry Women Men Gift New,1398,New (Other),0,True,0
Pure Copper Rope Chain 100% Oxidized Handmade Necklace Gift For Jewelry RJ-18,599,New (Other),0,True,
Women Engagement Ring Cubic Zircon Jewelry 925 Silver Plated Ring Sz 6-10,191,Brand New,210,True,0
3/5/7/MM Stainless Steel Silver/Gold/Black Cuban Curb Necklace Chain Jewelry,678,New (Other),0,False,
Fashion Women Boho Choker Chunky Statement Chain Bib Pendant Necklace Jewelry,675,New (Other),199,False,
Creative Penis Couples Necklace Valentine's Day Embrace Chain Unisex Jewelry USA,1276,Brand New,459,False,0
Stainless Steel Gold Plated Cuban Curb Chain 3/5/7/9/11mm Unisex Hip Hop Jewelry,499,New (Other),0,True,0
"BUTTERFLY Pendant for Jewelry Making BLUE 1.50"" set 3 Slider beads",417,Brand New,,False,0
"Natural Red Coral Round Gemstone Beads Jewelry Necklace 14-50"" 6/8/10/12/14mm",350,New (Other),299,False,
"18""-40""Stainless Steel 4/6/9mm Silver/Gold/Black Plated Byzantine Box Necklace",827,Brand New,0,True,237
En Route XL Cross Necklace,2500,New (Other),433,False,
Luxury Marquise Cut Cubic Zircon Ring Women 925 Silver Party Jewelry Sz 6-10,219,Brand New,210,True,
Shell Disc Earrings Big Multi Color Drop Dangle Statement Hoop Fashion Jewelry,1595,Brand New,0,False,0
Beautiful Amethyst Handmade Big Necklace+Earring Jewelry 81 Gms LB-002,2199,New (Other),0,True,0
Fashion Butterfly Earrings Enamel Gold Plated Ear Stud Women Party Jewelry Gift,124,Brand New,0,False,181
Women Elegant Gift 925 Silver Plated Ring Cubic Zircon Wedding Jewelry Sz 6-10,212,Brand New,210,True,0
100% Oxidized Pure Copper Chain Designer Link Lobster Necklace Jewelry RJ-004,599,New (Other),0,True,
"Men's Stainless Steel Kompass Necklace Pendant Jewelry Fashion with 22"" Chain",1299,Brand New,499,True,
Imprisoned Monster Jewelry Vintage Silver Sexy Gothic Torture Pendant Necklace,1318,Brand New,0,True,0
"Moldavite Gemstone Electroformed Pendant Copper Handmade Jewelry For Women 1.65""",2700,New (Other),0,True,0
Fashion Gold Plated Shell Pearl Pendant Necklace Stainless Steel Women's Jewelry,227,New (Other),0,False,70
New Party Jewelry Rose Cut Pink Topaz Gems Women Girl Silver Necklace Pendant,1097,New (Other),0,False,0
Coach Women's Signature Quilted Puffy Heart Huggies Gold Earrings,2250,Brand New,824,False,0
Tungsten Carbide Wedding Band Ring Brushed Silver Mens Jewelry Size 5-15 + Half,999,New (Other),0,True,272
Fashion 925 Silver Filled Cubic Zircon Ring Women Jewelry Party Gift Sz 6-10,212,Brand New,210,True,78
"African Amethyst Pencil Shape Gemstone Necklace Handmade Anniversary Jewelry 18""",2279,New (Other),0,True,0
Women Hip Hop Fashion Necklace Gold Metal Chain Bling Diamond Street Hot Jewelry,1695,Brand New,0,False,0
Elegant 925 Silver Filled Wedding Rings Women Cubic Zirconia Jewelry Size 6-10,238,Brand New,210,True,0
925 Silver Filled Ring Creative Cubic Zircon Women Wedding Jewelry Gift Sz 6-10,220,Brand New,210,True,51
5 pcs Ladies'  ring Wax patterns for lost wax casting jewelry/injection wax_0406,1200,New (Other),1365,True,0
Tioneer 4mm Round CZ Basket 14k Yellow Gold Push Back Earrings,5700,Brand New,0,False,0
Shop on eBay,2000,Brand New,,False,
Shop on eBay,2000,Brand New,,False,
"10k Real Solid Gold Initial in Heart Pendant, Personalized Letter Charm Jewelry",6434,Brand New,0,True,0
1pcs Man Alloy Cross Pendant Necklace Inlaid with Zircon Jewelry,539,Brand New,0,False,0
"Yellow Gold Filled 3mm (1/8"") Rolo Chain, 3 Foot Length for Jewelry Making",4802,Brand New,700,False,0
1 WHITE Acid Test Stone Gold Silver Platinum Testing Tool Tester Detect Jewelry,797,Brand New,0,True,0
"Blue Topaz 925 Silver Gemstone Handmade Pendant Jewelry 2.1""",999,New (Other),0,False,0
5.102 CTW 14K White Gold Lab Grown Diamond Necklace Pendant MZ5194-1,262900,Brand New,0,False,0
Chicos Minimalist Puffy Teardrop Drop Earrings Chic Women Party Vacation Jewelry,899,Brand New,499,False,0
Vtg 3mm Swarovski Rhinestones Point Back Crystal Glass Jewelry Craft Repair 2006,340,New (Other),545,True,
14K Yellow Gold Heart-Shaped Lab Grown Diamond Necklace MZ71101,99900,Brand New,0,False,0
2Pcs Stainless Steel Necklace Bracelet Lobster Extenders Chain Jewelry Findings,295,Brand New,0,True,0
Bronze Celtic Knot Stag Pendant - Knotwork Totem Horned God Jewelry Dryad Design,2499,Brand New,0,True,
Heart Women Jewelry Cute Cubic Zircon Ring 925 Silver Filled Jewelry Sz 6-10,188,Brand New,210,True,0
Elegant 925 Sterling Silver New Fashion Jewelry Charms Pentagram Star Necklace,1599,New (Other),0,False,0
Tioneer Mother Mary 14K Gold Plated Steel Pendant with CZ 24 inch Box Chain,1400,Brand New,0,False,0
Deadpool Wolverine BFF Pendant Women's Charm Bangle Bracelet/Pendant Jewelry Set,2199,Brand New,0,False,0
14K Yellow Gold Natural Diamond Pendant Necklace MZ10183,62900,Brand New,0,False,0
Earings Dangle Drop Crystal Gold Plated Cherry Jewelry Earrings For Womens Girls,133,New (Other),0,True,0
Gift For Her Labradorite Wire Wrapped Cuff Adjustable Bangle Copper Jewelry,2578,New (Other),0,True,21
Fashion Two Tone 925 Silver Rings Cubic Zircon Women/Men Party Jewelry Sz 6-10,241,Brand New,210,True,0
925 sterling silver Plated sloth necklace heart animal pendant women jewelry,364,New (Other),0,False,938
Valentines Sale Sterling Silver Oval Ammonite Fossil Gemstone Pendant Jewelry,2730,New (Other),0,True,0
Fashion Earings Crystal Gold Plated Stud Opal Jewelry Earrings Butterfly Womens ,175,New (Other),0,True,
Turquoise Gemstone Handmade Rings 10pcs Lot 925 Silver Plated Jewelry,1499,New (Other),0,True,0
Custom Nameplate Necklace Personalized Letter Stainless Steel Customized Jewelry,1011,Brand New,0,False,15
"22.5"" 6-8mm Multi Color Freshwater Pearl Necklace Pearl Jewelry MA",1566,New (Other),300,False,0
Fashion 925 Silver Filled Snake Crystal Wrap Ring Womens Mens Birthday Jewellery,175,New (Other),0,True,0
19+  Pounds TW Jewelry Costume  GRAB BAG Metal CRAFTS  COLLECTIBLES FREE SHIP,4985,Pre-Owned,0,False,0
Party Charm Cubic Zirconia Wedding 925 Silver Ring Women Jewelry Gifts Size 6-10,200,New (Other),390,False,
18K White Gold With 1.30 CTW Pink Rubelittle EC Ring with Diamonds Fine Jewelry,114000,Brand New,0,False,0
5 pcs Ladies'  ring Wax patterns for lost wax casting jewelry/ waxes_kts-0532,1000,New (Other),1365,True,20
Pink Larimer Gemstone Pendant 925 Silver Plated Wholesale 5pcs Jewelry Lots,999,New (Other),0,True,0
Fashion 925 Silver Filled Flower Open Rings Womens Jewellery Engagement Birthday,201,New (Other),0,True,
Elegant 925 Sterling Silver Round Earrings Cubic Zirconia Womens Mens Jewelry,388,Brand New,0,False,0
30pcs of 925 Sterling Silver Split Rings 4mm 5mm 6mm 7mm 8mm for Jewelry Making,782,New (Other),399,False,79
Elegant Women 925 Silver Filled Cubic Zircon Ring Wedding Jewelry Gift Sz 6-10,243,Brand New,210,True,0
Natural Gemstone Chip Beads Stretchy Bracelet Reiki Chakra Fashion Jewelry,179,Brand New,0,False,210
"Red Fire Labradorite Wire Wrapped Pendant Handcrafted Copper Holiday 2.87""",2370,New (Other),0,True,72
Initial Pendant Necklace 26 Capital Letter Stainless Steel Silver Men Women Gift,699,New (Other),0,True,0
925 Sterling Silver Rose Cut Mozambique Garnet Gemstone Jewelry Cuff Bracelet,2640,Brand New,0,True,64
Gold Silver Platinum Jewelry Tester 10K 14K 18K 22K 24K Stone Neutralizer JSP,2699,Brand New,0,True,0
Gold Silver Jewelry Test Kit 10K 14K 18K 24K Digital Scale Diamond Tester Acid,5497,Brand New,0,True,0
"Blue Topaz 925 Sterling Silver Gemstone Handmade Jewelry Pendant  2.05""",1209,New (Other),0,False,0
Fashion Tassel Leaf Crystal Earrings Hook Drop Dangle Women Wedding Jewelry Gift,153,Brand New,0,False,134
Women 925 Silver Wedding Heart Ring Cute Girl Cubic Zircon Jewelry Sz 6-10,261,Brand New,210,True,
"14k Solid Yellow Gold Cuban Link Chain Necklace Jewelry Men's Women Size 20""-24""",333,Brand New,0,False,197
DOTEFFIL 925 Sterling Silver Beads Chains Necklace Luxury Jewelry,889,Brand New,0,False,0
925 Silver Hollow Heart Dangle Drop Earrings Womens Fashion Jewelry E021,291,New (Other),0,False,
18-30inch 925 Silver fashion women men 12MM solid chain classic Necklace Jewelry,890,Brand New,0,False,119
925 Silver Plated Teardrop Shaped Gemstone Zircon Pendant Necklace Jewelry Women,1398,New (Other),0,True,0
10 PCS Womens Gold Hoop Earrings Multi C CZ Dangle Drop Elegant Fashion Jewelry,519,Brand New,0,False,0
Flying Dragon Brooch Pin Crystal Enamel Retro Jewelry Women Men Party Gift,229,Brand New,0,False,83
"18-40""MEN Stainless Steel 3/4/5/6/8mm Gold Plated Miami Cuban Chain Necklace*155",1199,Brand New,0,True,
"Labradorite Gemstone 925 Sterling Silver Handmade Jewelry Pendant 2.85""",1471,New (Other),0,False,0
Claires Tattoo Chokers 90s New Necklace Stretchy Set of 5 Womens Girls Jewelry,800,Pre-Owned,451,False,0
"Women's Stainless-Steel,Rectangle Blue Cubic Zirconia 34mm Pendant.BOX",1799,Brand New,0,True,0
Elegant Oval Cut Cubic Zircon Wedding 925 Silver Plated Ring Jewelry Sz 6-10,189,Brand New,210,True,0
PLAYBOY MISS SEPTEMBER w/BIRTH MONTH STONE Necklace jewelry,2497,New (Other),451,False,0
Gorgeous Women Wedding Jewelry Pink Simulated Sapphire Silver Plated Ring 6-10,499,New (Other),0,False,138
Long Women Vintage 18k Gold Filled Tassel Dangle Earrings Jewelry Wedding Bridal,316,New (Other),0,True,
Diamond Tester Pen High Accuracy Jewelry Professional Selector Gems,699,Brand New,0,False,132
Short Fashion Wave Womens Huggie Hoop Earrings Jewelry Gold/silver Cheap 17mm,126,New (Other),0,True,
Charm 18k Yellow Gold Plated Rings Cubic Zirconia Wedding Party Jewelry Sz 6-10,228,Brand New,210,True,0
Fashion Black Magnetic Hematite Beads Health Care Necklace Women Men Jewelry,600,New (Other),0,False,359
Australian Triplet Opal Gemstone 925 Sterling Silver Handmade Jewelry pendant,1295,New (Other),0,True,0
925 Silver Green Fire Opal Ring For Women Jewelry Gifts Wedding Engagement Rings,351,Brand New,0,True,55
	Men Simple Titanium Stainless Ring Lover Couple Rings Jewelry Cool Rings ~ *,129,Brand New,0,False,
Triangle Ocean Blue Fire Opal Silver Jewelry Women Band Ring Size 6 7 8 9 10,499,Brand New,440,False,16
Pretty 925 Silver Filled Hoop Earring Women Cubic Zircon Wedding Jewelry A Pair,211,Brand New,210,True,3224
18K Solid Gold Filled White/Purple Enamel Hoop Stud Earrings for Womens Jewelry,126,New (Other),0,True,
Charm Cross Flower Tennis Chain Necklace Bracelets Real Gold Plated Jewelry Set ,2349,Brand New,0,False,
Fashion Earrings Heart Dangle Drop Hoop Crystal Earrings Jewelry For Womens ,182,New (Other),0,True,0
Fashion 925 Silver Filled Drop Earring Women Cubic Zircon Wedding Jewelry,276,Brand New,210,True,262
925 Sterling Sliver Earrings Triangle Tanzanite Blue Color Zircon Stud Jewelry,478,Brand New,0,False,0
1PC Gothic Punk Stainless Steel Cross Skull Earring Ear Stud Men Women Jewellery,70,New (Other),0,False,36
5 pcs Ladies Ring Wax Patterns for Lost Wax Casting Gold or Silver Jewelry_21339,950,New (Other),1365,True,
15.55 Ct Brazil Peach Color Morganite Oval Shape Gemstone Loose Jewelry Making,1481,New (Other),0,True,0
Shop on eBay,2000,Brand New,,False,
Shop on eBay,2000,Brand New,,False,
5 pcs Ladie's  ring Wax patterns for lost wax casting jewelry/waxes _0710,1000,New (Other),1365,True,0
Stainless Steel Band Ring Fashion Jewelry Womens Mens Size 5/6/7/8/9/10/11/12/13,99,Brand New,59,False,
5 pairs Cat Earrings Wax patterns for lost wax casting Gold Jewelry /waxes_0631,1400,New (Other),1365,True,
0.05 Carat ELECTRONIC Digital JEWELRY LAB SCALE Loose Gemstone Diamond Tester,1698,Brand New,0,True,0
Skull Shape Women/Men Party Jewelry Creative 925 Silver Filled Ring Gift Sz 6-10,167,Brand New,210,True,154
5 pcs Ladies' Wax patterns for lost wax casting jewelry/waxes_20579,950,New (Other),1365,True,0
Diagonal Stripes White Fire Opal Silver Jewelry Women Band Ring Size 6 7 8 9 10,449,Brand New,440,False,
Thin Blue Line Support Round Pendant Necklace Beautiful Fashion Jewelry,1388,Brand New,0,False,
Ammolite Stone Birthday Dangle Drop Mother Earrings Jewelry 925 Sterling Silver,2790,New (Other),0,True,0
"BUTTERFLY Pendant for Jewelry Making Purple 1.50"" set 3 Slider beads",417,Brand New,,False,0
Gold Testing Acid 10k 14k 18k 22k Platinum Solution for Jewelry Scratch Testing,295,Brand New,497,True,0
"Women Cubic Zircon Jewelry Romantic Girls 925 Silver,Gold Hoop Earring Gift",255,Brand New,210,True,
Fashion Wedding 18k Yellow Gold Plated Ring Cubic Zirconia Women Jewelry Sz 6-10,281,Brand New,210,True,0
18 Ga Red Brass Wire Jewelry Grade 14 Ft.Coil (DEAD SOFT) Solid 230 Brass 1oz ,940,Brand New,0,False,0
Jewelry Making SHOT PLATE Gold Silver Holes Impression DIE Embossing Steel Dies,15000,Brand New,0,True,0
Enamel Sterling Silver Pysanka Egg Jewelry Pendant Only Tapestry Pouch .75 In,9988,Brand New,0,False,0
Rabbit Animals Stud Earrings Green Zircon Party Drop Dangle Women Jewelry Gift,177,New (Other),0,False,109
Tioneer 7mm Rounded Star Bezel 14k Yellow Gold Screw Back Earrings,7300,Brand New,0,False,0
Handmade Vintage Silver Moon Phase Finger Ring Moon Band Jewelry Size 6-10 Gift,239,New (Other),399,False,344
Retro Women 925 Silver Ear Hook Earrings Drop Dangle Wedding Party Jewelry,379,Brand New,0,False,20
Heart Dangle Earring 925 Sterling Silver Heart Shape CZ Jewelry for Women,1699,Brand New,0,False,0
Hip Hop Tennis Chain Necklace Bracelet Pink Zirocn 18k Gold Plated Jewelry,3007,Brand New,0,False,
Premier Designs DARCY silver tone earring.,799,New (Other),0,False,0
Rose Flower Leaf Cross Pendant Necklace Chain Jewelry Women Men Creative Gifts,115,Brand New,0,False,
Fashion 925 Silver Pearl Earrings Stud Pineapple Women Wedding Party Jewelry,119,Brand New,0,False,216
Pink Kunzite Gemstone Handmade 925 Sterling Silver Pendant Jewelry,999,New (Other),0,False,0
Women's Silver Rope Cuff Bracelet Stainless Steel Fashion Jewelry Gift,699,New (Other),0,False,
1/2Pcs Bible Book Pendant Necklace Vintage Silver Cross Unique Men Women Jewelry,625,Brand New,0,False,0
"FLITZ Jewelry Care System, As seen on TV, (SEE VIDEO)",2895,Brand New,0,False,
Tioneer 7.5 Star Bezel 14k Yellow Gold Screw Back Earrings,7800,Brand New,0,False,0
100% Oxidized Pure Copper Box Chain Herringbone Necklace Gift For Jewelry RJ-007,599,New (Other),0,True,
"Elegant Cubic Zircon 925 Silver Plated,Gold Plated Rings Wedding Jewelry Sz 6-10",205,Brand New,210,True,0
Men's Fashion Creative Penis Couples Necklace Chain Jewelry Pendants Necklaces,1299,Brand New,140,False,
Fashion silver plated flower dangle drop crystal jewelry earrings womens girls,140,New (Other),0,True,
Ankle Bracelet for Women Stainless Steel Anklets Beach Foot Jewelry Waterproof,121,Brand New,0,False,0
Fashion Golden Red Cherries Pendant Necklace Zirconia Jewelry Holiday Gift Girl,1298,New (Other),0,True,0
Pentagram 5 Pointed Star Silver Pewter Charm Crystal Necklace Pendant Jewelry,999,Brand New,0,True,0
Fine Jewelry Set Candy Shiny Crystal Charm Women's Necklace Earrings Bracelet,2249,New (Other),0,False,
Fashion Heart Mood Pendant Necklace Color Change W/ Emotion Temperature Jewelry,120,New (Other),0,False,0
5 pcs Men's Ring Wax patterns for lost wax casting jewelry/injection wax_30168,1350,New (Other),1365,True,0
5 pcs Ladies'  ring Wax patterns for lost wax casting jewelry/injection wax_0666,1200,New (Other),1365,True,0
925 Silver Filled Rings Gorgeous Cubic Zirconia Women Wedding Jewelry Size 6-10,214,Brand New,210,True,0
Pendant Egyptian Ankh Crucifix Necklaces Pendants Jewelry Gifts Chai/,136,Brand New,0,False,
Beautiful Turquoise Copper Wire Wrapped Pendant Jewelry Gift For Her CCP 020,1099,New (Other),0,True,23
Double Eye Jewelry Watch Repair Magnifier Loupe Glasses With LED Light 8 Lens US,988,Brand New,0,True,0
925 Sterling Silver 50/60cm Faucet Chain Necklace Men Jewelry Gift,973,New (Other),0,False,
Fashion Silver Blue Simulated Opal Zircon Dragonfly Pendant Necklace Jewelry,140,Brand New,141,True,
Fashion 925 Silver Filled Drop Earring Women Cubic Zircon Jewelry Wedding Gift,243,Brand New,210,True,256
GRAB BAG Costume Jewelry TW 19+ Pounds Mixed Metal CRAFTS COLLECTIBLES FREE SHIP,4855,Pre-Owned,0,False,15
Fashion Double Heart Pendant 925 Silver Chain Necklace Women Jewelry Gift US.,140,Brand New,0,True,0
Natural Gemstone Round Spacer Loose Beads Jewelry Making 4mm 6mm 8mm 10mm 12mm,129,New (Other),0,True,104
18k Gold Plated Stainless Steel Textured Hoop Earrings – Women's Fashion Jewelry,611,Brand New,0,False,
Heart Trend Women Girls Jewelry Korean Necklace Pendant Pearl Chain NICE~ Q7T4,161,Brand New,0,False,0
Stainless Steel Crucifix Jesus Cross Pendant Necklace Chain Men Fashion  Jewelry,155,Brand New,0,False,0
Fashion Women 925 Silver Filled Rings Cubic Zirconia Anniversary Jewelry Sz 5-10,335,Brand New,210,True,
"1pair Fashion Cherry Drop Earrings for Women, Cute Daily Jewelry Decoration",1568,Brand New,0,False,
Men Women Stainless Steel Cross Pendant Necklace Chain Jewelry Gold Plated Gift,113,New (Other),0,False,182
Large Round Bella Women Crystal Earrings Made with SWAROVSKI® Crystals,3959,Brand New,0,False,0
Fashion Women 18K Gold Plated Stainless Steel Knot Chain Necklace Jewelry N1725,451,New (Other),0,False,
Natural Aquamarine Original Stone Pendant Quartz Raw Crystal Necklace Jewelry,479,Brand New,0,False,0
Unique Fashion Wrinkle Statement Ring Silver Jewelry Rings For Womens Mens,119,New (Other),0,True,
"Faceted Multi Tourmaline Oval Shape Gemstone Gift Jewelry Pendant 1.80"" SR 1228",799,New (Other),0,False,0
10Pcs 925 Silver Snake Chain Necklace Pendant Wholesale Jewelry Set Women Men,432,Brand New,0,False,
"Lapis Lazuli Gemstone Ethnic Handmade Necklace Jewelry 18.75"" NES-5144",799,New (Other),0,True,37
Lovely Heart 925 Sterling Silver Spinner Ring Handmade Jewelry Women Gift A-616,679,New (Other),0,False,0
Unique Skull Tassels Earring Fashion Dangle Ear Cuff Comfortable Ear Jewelry,167,Brand New,0,False,
Labradorite & Mix Gemstone Pendant 925 Silver Plated Wholesale Jewelry 5pcs Lot,999,New (Other),0,True,296
"Princess Cut Cubic Zircon Jewelry Gorgeous 925 Silver,Gold Women Stud Earring",207,Brand New,210,True,
Monarch Butterfly Double Sided Enamel Pendant Necklace,900,Brand New,499,True,0
Elegant 925 Silver Filled Wedding Rings Women Cubic Zirconia Jewelry Size 6-10,209,Brand New,210,True,0
Thin Silver Necklace Link Cable Chain for Men | 316L Stainless Steel Jewelry,799,Brand New,0,False,
Heart Layered Fashion Pendant Choker Necklace Silver Plated Women's Jewelry Gift,293,Brand New,0,False,21
NWOT Premier Designs Jewelry Two Tone Gold Antique Silver Plated Elite Ring Sz 6,1999,New (Other),475,False,
Women Necklace Artificial Pearl Neck Chain Collarbone Chain Fashion Jewelry Gift,149,Brand New,0,False,
"Yellow Gold Filled 2mm (0.078"") Extender Cable Chain 3 Foot for Jewelry Making",2964,Brand New,700,False,0
"Solid Gold Cross Pendant in 10 or 14k, Large Cross Religious Jewelry",20084,Brand New,0,True,15
Shop on eBay,2000,Brand New,,False,
Shop on eBay,2000,Brand New,,False,
100PK Diamond Tool Holder and 4 Prong Tweezers - Essential Jewelry Making Tools,17313,Brand New,0,True,
"Stainless Steel Rope Chain 2mm Size 16-24in Hip Hop Jewelry, Men Women",399,New (Other),0,True,0
Gold Silver Platinum Jewelry Testing Stone Tool Tester Detect Metal Jewelry JSP,797,Brand New,0,True,0
10 Needle Files Small Jewelry Making Files #FREE SH,690,Brand New,0,False,0
Halloween Crystal Skull Head Women's Flower Heart Ear Stud Earrings Jewelry 2024,134,New (Other),0,False,0
Tioneer 7x9mm Butterfly with CZ 14k Yellow Gold Screw Back Earrings,8800,Brand New,0,False,0
Fashion 925 Silver Crystal Butterfly Pendant Necklace Bracelet Women Jewelry New,372,Brand New,0,False,
"925 Silver Water Wave Chain Necklace w/ Lobster Lock Women Jewelry 16-24""",199,Brand New,0,True,98
.20 Ct GRA Moissanite Round Cut Stud Earrings Screw back 14K White Gold 3mm Gift,4400,Brand New,0,True,0
2pairs stainless steel Lotus earrings 4 colors Jewelry Wholesale FJS224-654,299,Brand New,450,False,0
ALIZERO 925 Sterling Silver Smooth 4/6/8/10 Beads Balls Chain Necklace Jewelry,781,Brand New,0,False,
Brand New Gift-of-Purchase Dior Beauty Around the World jewelry case,3956,Brand New,0,False,0
Elegant 925 Sterling Silver New Fashion Jewelry Charms Pentagram Star Necklace,1574,New (Other),0,False,0
Size 10.25 - 14K 585 Gold Ring - East European - Soviet Era.  #1704,57700,Pre-Owned,0,True,0
18K White Gold Ring With 0.25 TCW Round Emerald & Diamonds Fine Jewelry For Her,66500,Brand New,0,False,0
14K Real Solid Yellow Gold Twisted Round Creole Medium Hoops Earrings 2MM x 22MM,10370,Brand New,0,True,0
Stainless Steel Gold Plated Pin  Necklace With Paperclip Chain Fashion Jewelry,1499,New (Other),0,True,0
1.244CTW 14K Yellow Gold Lab Grown Diamond Heart Shape Necklace MZ61541,107900,Brand New,0,False,0
Sparkly Gold Plated Chandelier Earrings Wedding Dangle Drop Cubic Zircon Jewelry,1366,Brand New,0,False,0
ALIZERO 925 Sterling Silver 2-12mm Lobster Clasp Chain Necklace Fashion Jewelry,672,Brand New,0,False,
5 pcs Crown Ring Wax patterns for lost wax casting jewelry / Injection wax_0699,1000,New (Other),1365,True,
Two Tone Silver Gold Men Women Jewelry Fashion Cubic Zircon Party Ring Size 7-13,222,Brand New,0,False,
925 Silver Ring Size 6 Cubic Zirconia,2600,Brand New,459,False,0
Elegant 925 Silver Plated Jewelry Cubic Zircon Ring Women Wedding Gift Sz 6-10,180,Brand New,210,True,0
Heart Love Letter Envelope Pendant Necklace Stainless Steel Chain Christmas Gift,1399,New (Other),0,False,0
"Pink Fire Labradorite Jewelry Copper Love Gift Wire Wrapped Flower Pendant 2.36""",2370,New (Other),0,True,32
"2 hole slider beads for Jewelry Making Blue Flowers set 6 1.25""",417,Brand New,,False,0
925 Sterling Silver 5MM Full Sideways Chain Necklace For Men Women Jewelry Gift,693,New (Other),0,False,105
Rhinestone Infinity Women's Jewelry Pendant Charm Blange Bracelets Women Gifts,799,Brand New,0,False,0
Lab Created Pink Sapphire Octagon Cut 7.55 Ct Loose Gemstone For Jewelry Making,4000,New (Other),0,True,0
Silver Plated CZ Austrian Crystal Bridal Long Leaf Dangle Drop Earrings Jewelry,1057,Brand New,0,False,0
"925 Silver Plated,Gold Plated Ring Elegant Cubic Zircon Women Jewelry Sz 6-10",174,Brand New,210,True,
"Cat Pendant Necklace Kitty 18"" Chain Silver Womens Jewellery Charm Cute Gift•",159,Brand New,0,False,
Women Fashion 18k Yellow Gold Plated Ring Cubic Zirconia Jewelry Size 6-10,189,Brand New,210,True,
"Ammolite Jewelry Copper Gift For Mum Wire Wrapped Drop/Dangle Earrings 2.95""",2610,New (Other),0,True,77
"Gold, Silver Plated Stud Earrings With Cubic Zirconia Unisex, Hip Hop Jewelry",399,New (Other),0,True,0
Pure Copper Wheat Chain 100% Oxidized Handmade Necklace Gift For Jewelry RJ-16,599,New (Other),0,True,
Set of 3 Gold Jewelry Testing 18K Test Acid Solutions Bottles Kit Oro Detect JSP,1597,Brand New,0,True,0
Womens 925 Silver Hollow Heart Dangle Drop Earrings Fashion Jewelry E047,291,New (Other),0,False,
"Coin Ring Punch Jewelry Make, Self Centering Coin Ring Kit 3/8"", 7/16"", 1/2"" USA",10900,Brand New,0,True,0
14K White Gold Natural Diamond Exotic Charm Pendant Necklace MZ10104,58900,Brand New,0,False,0
Long Wedding Earings Dangle Drop Gold Bridal Opal Jewelry Earrings For Womens ,161,New (Other),0,True,
"Baltic Amber Gemstone Fashion Jewelry 925 Silver Earrings 1.8"" ARE-3238",999,New (Other),0,True,0
"Bracelet Sizing Measurement Tool. Size 5-9.5"" Jewelry Making Sizer",1150,New (Other),433,False,
"100% Pure Copper Chain necklace, Copper Wheat chain, Solid Copper jewelry Chain,",1161,Brand New,0,False,0
Natural Dominican Republic Larimar Gemstone 925 Silver Handmade Jewelry Set,2659,New (Other),0,True,23
Jesus Cross Stainless Steel Jewelry Band Rings Silver Ring Womens Mens Size 6-12,105,New (Other),0,False,
Custom Double Name Heart Necklace Zircon Jewelry Marriage Wedding Birthday Gift,2500,Brand New,0,False,0
Jewelry Silver Engagement Bridal Wedding 2 Rings Set for Women Fashion Crystal,175,New (Other),0,False,
Classic Letter Bracelet Women Man luxury 18K Gold Plated Enamel Bangle Jewelry,899,New (Other),399,False,
925 Silver Filled Ring Unique Oval White Fire Opal Ring Wedding Jewelry Sz 6-10,253,Brand New,210,True,159
Cute Cubic Zircon 925 Silver Filled Stud Earring Women Wedding Jewelry Gift,197,Brand New,210,True,429
Cute Female Rose Gold White Simulated Opal Love Heart Pendant Necklace Jewelry,140,Brand New,141,True,
Stainless Steel Silver Oval Chain DIY Jewelry Making In Bulk,499,Brand New,300,False,
Rainbow Moonstone Rough Gemstone Copper Chain Electroformed New Necklace Jewelry,2580,New (Other),0,True,0
Fashion Flower 925 Silver Plated Drop Earring Cubic Zircon Women Jewelry A Pair,299,Brand New,210,True,0
Women Luxury Wedding 925 Silver Plated Drop Earring Cubic Zircon Jewelry A Pair,223,Brand New,210,True,
Heavy Tube Magnetic Necklace Hematite Magnetic Necklaces for Men and Women,2250,New (Other),0,False,0
Woman Retro Bee Drop Earrings Drop Amber Exaggerated Earrings Jewelry Gift,199,Brand New,0,False,
Gorgeous Women Wedding Party 925 Silver Plated Ring Cubic Zircon Jewelry Sz 6-10,280,Brand New,210,True,0
Gorgeous 925 Silver Filled Drop Earring Women Cubic Zircon Wedding Jewelry Gift,262,Brand New,210,True,276
93mm Zara Acrylic Huge Statement Drop Earrings Fashion Women Party Show Jewelry,1099,Brand New,499,False,0
Women Elegant Heart 925 Silver Necklace Pendant Cubic Zircon Wedding Jewelry,230,Brand New,210,True,517
Fashion 925 Silver Heart Necklace Locket Photo Pendant Wedding Jewelry Gifts,206,Brand New,0,True,0
DOTEFFIL 925 Sterling Silver Square Lock Pendant Necklaces Chain Lovers Jewelry,904,Brand New,0,False,0
Women Fashion 925 Silver Anniversary Rings Cubic Zirconia Jewelry Size 6-10,295,Brand New,210,True,
White Simulated Opal Heart Pendant Inlay Rose Flower Necklaces Lovers Jewelry,140,Brand New,141,True,
