name,price,status,shipping,free_returns,items_sold
Colorful Crystal Tennis Bracelet for Women Waterproof Multicolor Jewelry,1050,Brand New,0,True,0
Colorful Heart Shape Tennis Chain Necklace Bracelet 5A Zircon Women Jewelry Gift,2023,Brand New,0,False,
Godzilla Monster Jewelry Black Steel Sexy Dinosaur Movie Pendant Necklace,1398,Brand New,0,True,0
"Charm Women 925 Silver,Gold Plated Necklaces Pendant Cubic Zirconia Jewelry",214,Brand New,210,True,
Women Wedding Party 925 Silver Plated Ring Gorgeous Cubic Zircon Jewelry Sz 6-10,209,Brand New,210,True,
Fashion Jewelry 925 Silver Plated Necklace Pendant Cubic Zircon Wedding Gifts,231,Brand New,210,True,53
Fashion 925 Silver Small Butterfly Stud Earrings Womens Jewelry Engagement Party,140,New (Other),0,True,
Fashion 925 Silver Crystal Huggie Hoop Earrings Womens Jewelry Engagement Party,175,New (Other),0,True,
Fashion Waterdrop Tassel Crystal Ear Earrings Hook Drop Dangle Women Jewellery,185,New (Other),0,False,0
Women Elegant Pearl Jewelry 925 Silver Filled Jewelry Wedding Gifts Sz 6-10,269,Brand New,210,True,0
New Baroque Pearl Choker Necklace For Women Luxury Wedding Jewelry Gift,1050,Brand New,0,True,0
Elegant Cubic Zirconia 925 Silver Ring Women Wedding Jewelry Gift Sz 6-10,196,New (Other),390,False,
Vintage Pearl and Gold Flower Jewelry Set by Trifari,8000,Pre-Owned,475,False,
Make Money Making Jewelry From Coins ! COIN RING MAKING KIT - PROFIT CASH USA OK,12000,Brand New,0,True,0
18K Yellow Gold With 3.47 CTW Green Emerald Stud Earrings Fine Jewelry Rare Gift,142500,Brand New,0,False,0
14K Yellow Gold Necklace With 0.90 TCW Cushion Emerald Pendant Jewelry For Her,114000,Brand New,0,False,0
"19"" Zara Punk Heavy Heart Pendant Necklace Retro Women Party Vacation Jewelry",1999,New (Other),599,False,0
Fashion Ladies Rose Gold Rose Flower Peach Heart Zircon Pendant Jewelry Gift ,140,Brand New,141,True,
Jewelry Vintage Modern Huge Lot Craft Junk Wear Resale Over One 1 Full Pound Lbs,2700,,0,True,0
Men's Fashion Jewelry 18K Yellow Gold Plated Crystal Zircon Rings Size 7-12,592,New (Other),0,False,
Fashion Silver Green&Blue&Pink Zircon Hummingbird Jewelry Wedding Ring Size 6-10,139,Brand New,141,True,
Fashion Earings Gold Plated Flower Dangle Drop Jewelry Earrings For Womens Girls,148,New (Other),0,True,
Barska Luxury Fireproof Steel Jewelry Safe w/ Drawers & Interior Light AX13104,165999,Brand New,0,False,0
Jewelry Full Set Luxury (Diamond zarcoon) Messika,69900,Brand New,0,False,0
DOTEFFIL 925 Sterling Silver Lnterlocking Circle Bracelet Chain Fashion Jewelry,865,Brand New,0,False,175
925 Silver Plated Ring Women Fashion Cubic Zircon Engagement Jewelry Sz 6-10,228,Brand New,210,True,
3Pcs Rings Set Stainless Steel Womens Mens Hip Hop Punk Ring Jewelry Gold/Silver,133,New (Other),0,True,
Women Gorgeous Cubic Zircon Wedding Party Ring 925 Silver Jewelry Sz 6-10,265,Brand New,210,True,280
Heart Tassel Stud Earrings Hoop Drop Dangle Women Party Fashion Jewelry Gift,179,New (Other),0,False,112
"Abalone Shell Oval Gemstone Necklace Adjustable Chain Dainty Jewelry 18"" DN 6633",2639,New (Other),0,True,16
925 Silver 10mm pearl stud earrings women classic fashion jewelry gift,199,New (Other),0,False,
Love Hug Embrace Silver Ring Couple Rings Adjustable Size Men Women Girl Jewelry,93,New (Other),0,True,
Womens Vintage Silver Butterfly Simulated Turquoise Jewelry Art Deco-Style Ring ,140,Brand New,141,True,
3 Style Pretty 18k Yellow Gold Plated Rings Women Cubic Zircon Jewelry Sz 6-10,211,Brand New,210,True,
Fashion Flower Jewelry Cubic Zircon 925 Silver Filled Ring Women's Gift Sz 6-10,231,Brand New,210,True,106
Colour Changing Mood Ring Stainless Steel Ring Mens Women Band Jewelry Wedding,104,Brand New,66,False,214
Big Womens Statement Cocktail Peal Silver Swan Ring Jewelry Size 6/7/8/9/10,175,New (Other),0,True,
Magnetic Black Hematite Ring Absorb Negative Energy Therapy Women Men Jewellery,199,Brand New,0,False,37
"18K Gold Plated Stainless Steel Adjustable Wave Ring, Waterproof Jewelry",1520,Brand New,0,False,0
"Pink Druzy Jewelry Copper Mom Gift Electroformed Drop/Dangle Earrings 1.77""",2370,New (Other),0,True,0
Round Cubic Zircon Jewelry925 Silver Filled Jewelry Women Wedding Ring Sz 6-10,255,Brand New,210,True,126
"Baltic Amber Gemstone Copper Wire Wrap Tree Of Life Jewelry Pendant 2.44"" o720",1199,New (Other),0,True,0
Men Women Couple Hugging Pendant Necklace Jewelry Valentine's Day USD,137,Brand New,0,False,
Elegant Cubic Zircon 925 Silver Plated Ring Jewelry Women Wedding Gift Sz 6-10,269,Brand New,210,True,70
Fashion Women Jewelry Cubic Zircon 925 Silver Filled Ring Gift Band Ring Sz 6-10,210,Brand New,210,True,0
Fashion 3 Colors 925 Silver Filled Cubic Zircon Necklace Pendant Wedding Jewelry,383,Brand New,210,True,0
DOTEFFIL 925 Sterling Silver Bamboo Chain Necklace Fashion Wedding Charm Jewelry,737,Brand New,0,False,0
925 Silver Plated Ring Gorgeous Cubic Zircon Wedding Jewelry Women Gifts Sz 6-10,205,Brand New,210,True,0
Mother's Day Jewelry Gift Oval Cut White Fire Opal Gems Silver Stud Earrings,797,New (Other),0,False,0
6  PENDANTS HEART DESIGNER  SIMLUTED DIAMOND CUBIC ZONCONIA WHOLESALE LOT 021,1395,Brand New,495,False,
"Gorgeous Cubic Zircon Women 925 Silver Plated,Gold Plated Ring Jewelry Sz 6-10",208,Brand New,210,True,
100% Pure  Oxidize  Copper Wheat  Viking jewelry  Copper Chain Necklace RJ-01,599,New (Other),0,True,
Vintage Owl Ring Animal Fashion Jewelry Punk Hip Hop Ring for Women Men Size7-13,168,New (Other),0,False,
Crystal Heart Love Knot Pendant Necklace Women Jewelry Wife Girlfriend Gift,70,Brand New,0,False,
"16""18""20""22""24"" Snake Chain S"" Lock Ethnic Handmade Necklace Jewelry.",399,New (Other),0,True,
"Heart 925 Silver Filled,Gold Ring Cubic Zircon Women Party Jewelry Gift Sz 6-10",186,Brand New,210,True,95
Mermaid Jewelry for Women Sterling Silver Plated Mermaid Pendant Necklace Blue,499,New (Other),0,False,96
Pink Flamingo Palm Tree Pendant Necklace Gift Boxed Fashion Jewelry,1495,Brand New,0,True,0
Yellow Gold Plated 925 Sterling Silver Thick Mens Women's Huggie Hoop Earrings,2899,Brand New,0,False,0
BULK Cardboard Kraft Paper JEWELRY GIFT BOX Cotton Filled WHITE SWIRL - Shipping,919,Brand New,0,True,0
Shop on eBay,2000,Brand New,,False,
Shop on eBay,2000,Brand New,,False,
Tioneer 6mm Heart Bezel CZ 14k Yellow Gold Screw Back Earrings,7600,Brand New,0,False,0
"Sterling Silver Nail Cross Crucifix Medal Pendant Necklace 24""Chain Jewelry Gift",6999,Brand New,0,True,0
0.967 CTW 14K Yellow Gold Lab Grown Diamond Necklace Pendant MZ71103,63900,Brand New,0,False,0
Tioneer 4mm Princess Bezel 14k Yellow Gold Screw Back Earrings,5300,Brand New,0,False,0
Gold Silver 10K 14K 18K 22K 24K Jewelry Tester Kit JSP PuriTEST Neutralizer Acid,2499,Brand New,0,True,0
Elegant 925 Silver Filled Cubic Zircon Ring Women Jewelry Wedding Gift Sz 6-10,237,Brand New,210,True,0
New Lucky Brand Geometric Hoop Earrings Vintage Women Party Holiday Jewelry Gift,799,Brand New,399,False,0
Rose Flower Cross Pendant Necklace Gift for Mom Wife Daughter Jewelry Birthday,73,New (Other),0,False,
Women Stud Earring Adorable 5 Shapes Cubic Zircon 925 Silver Wedding Jewelry,195,Brand New,210,True,
Fashion Earings Crystal Gold Plated Stud Tree Jewelry Earrings For Womens Girls,154,New (Other),0,True,
Cute Cat Shape Ring 925 Silver Filled Ring Party Jewelry Gift Ring Sz 5-11,174,Brand New,210,True,197
Fashion Flower Snowflake Zircon Ear Earrings Stud Women Wedding Jewelry Gift New,110,Brand New,0,False,64
10k 14k 18k 24K Gold Silver Acid Jewelry Test Kit Testing Tester Storage Box,1197,Brand New,0,True,0
Tioneer Heart Outline with CZ 14k Yellow Gold Screw Back Earrings 14k Yellow Gol,8800,Brand New,0,False,0
1.025CTW 14K White Gold Lab Grown Diamond Necklace MZ61382-1,62900,Brand New,0,False,0
Worley's Wonder Jewelry & Glass Cleaner,1499,Brand New,0,False,0
925 Silver Filled Heart Moonstone Pendant Chain Necklace Womens Jewellery Choker,175,New (Other),0,True,0
"Stainless Steel Round Box 316L Chain Men Women 2mm-5mm Quality Necklace 16""-26""",695,Brand New,0,True,0
Women Creative 925 Silver Ring Cubic Zircon Engagement Jewelry Gift Sz 6-10,206,Brand New,210,True,77
A-Z English Letter Alphabet Pendant Chain Ladies Girls Necklace Womens Jewelry,99,New (Other),0,False,
JSP Gold Testing Acid 9K 10K 14K 18K Neutralizer Kit Tester Stone Jewelry Test,1879,Brand New,0,True,0
Fashion Earings Dangle Drop Crystal Gold Plated flower Jewelry Earrings Womens,161,New (Other),0,True,34
Wholesale 20 Pairs Rhinestone Crystal Plastic Round Earrings Studs Pin Jewelry ღ,209,Brand New,0,False,
New Baublebar Small Pendant Necklace Gift Fashion Women Jewelry 3Styles Chosen,659,New (Other),399,False,
Vintage Look Bohemian Magic Lantern Necklace Acrylic Dangles Glod Tone,1199,New (Other),580,False,0
Sparkling 925 Silver Womens Wedding Bridal Engagement Crystal Ring Jewelry 5-11,203,New (Other),0,False,
"Genuine 18K Yellow Gold Filled Italian Figaro Chain Necklace, Many Width/Length",1499,Brand New,0,False,0
Rare Green Stone Crystal Womens Mens Band Ring Fashoin Rings Jewelry Girls,119,New (Other),0,False,
Platinum Ring With 0.83 Carat Diamond and Emerald with Cyan Bezel Fine Jewelry,475000,Brand New,0,False,0
Lab Created Pink Sapphire Octagon Cut 5.40 Ct Loose Gemstone For Jewelry Making,4000,New (Other),0,True,0
14K Real Solid Yellow Gold Twisted Round Creole Hoops Earrings Small Size 15MM,6450,Brand New,0,True,0
Ring Wax patterns for Lost Wax Casting Gold Jewelry/injection wax (1 pc)_0021,750,New (Other),1365,True,55
18K Gold Plated Stainless Steel Women Necklace Chain Tear Drop Pendant Jewelry,611,Brand New,0,False,
Multicolor Cubic Zircon Party Ring Fashion Women 925 Silver Jewelry Sz 6-10,242,Brand New,210,True,
Fishes Ring 925 Silver Plated Ring Women Fashion Jewelry Party Gift Sz 6-10,178,Brand New,210,True,163
NEW design crystal pendant necklace pierced earrings Set fashion jewelry S09,199,Brand New,0,False,
Flower Daisy Spacer Plated Findings Brass Copper Silver Gold Jewelry 3-8mm,499,New (Other),0,False,0
18K Yellow Gold Filled Women Red Mystic Topaz Heart Wedding Earrings Jewelry,299,New (Other),0,False,
"935 Sterling Silver 1 Ft Gallery Bezel Wire, 9.9mmX30.48mm for Jewelry Making",6911,Brand New,700,False,0
"Brass Gallery Bezel Wire Heart Design, 1 foot (6.5mmX30.48mm) For Jewelry Making",2270,Brand New,700,False,0
Gorgeous Flower 925 Silver Plated Drop Earring Cubic Zircon Women Jewelry A Pair,227,Brand New,210,True,
Stainless Steel Gay Pride Rainbow Rectangle Pendant Necklace LGBT Jewelry Gift,1199,New (Other),0,False,0
Wedding Jewelry Set Crystal Sun Pendant Necklace Bracelet Rings for Women,230,Brand New,0,False,
12PCS Clear Ring Size Adjuster Invisible Ring Sizer Jewelry Fit Reducer Guard US,679,Brand New,0,True,208
Wedding Waterdrop Crystal Hoop Earrings Drop Dangle Tassel Women's Jewelry Gift,202,New (Other),0,False,0
"Pink Kunzite 925 Sterling Silver Gemstone Handmad Stylish Earring Jewelry 2""",999,New (Other),0,False,0
Fashion Cubic Zircon Wedding Jewelry Gift 925 Silver Filled Ring Women Sz 6-10,268,Brand New,210,True,93
Exquisite Celtic Knot Round Pendant Necklace - Adjustable Rope Chain Jewelry,1598,Brand New,0,True,0
Retro Ethnic Style Buddhist Beads Bracelet Bangle Necklace Sweater Chain Jewelry,167,Brand New,0,False,0
"6Style Ring Women Simple 925 Silver,Rose Gold Cubic Zircon Jewelry Sz 6-10",184,Brand New,210,True,
Gorgeous Cubic Zircon Opal Women Jewelry 925 Silver Plated Wedding Ring Sz 6-10,257,Brand New,210,True,167
100 Slots Jewelry Ring Display Organizer Tray Holder Earrings Storage Boxes Case,998,Brand New,0,True,0
Elegant 925 Silver Filled Stud Earring Women Cubic Zircon Wedding Jewelry,186,Brand New,210,True,1107
Blue Zirconia Cross Cocktail Rings for Women Wedding Party Rings Jewelry Gift,189,Brand New,0,False,
Black Velvet Choker Women's Adjustable Necklace Fashion Retro Jewelry Gifts,96,Brand New,0,False,
Religion Egyptian Ankh Crucifix Necklaces Pendants Cross Necklaces Jewelry Gift✔,181,Brand New,0,False,0
Amethyst Gemstone Pendant Silver Pendant 925 Sterling Handmade Silver Jewelry.,1261,Brand New,0,False,0
18K Gold Plated Gemini Circle Round Charm Pendant Necklace Astrology Jewelry,1299,New (Other),0,False,0
"18-40""MEN Stainless Steel 3/4/6/8mm Black Plated Miami Cuban Chain Necklace*B155",1099,Brand New,0,True,
925 Sterling Silver necklace classic 12MM chain 18-30 inches Fashion jewelry,1141,Brand New,0,False,
Butterfly 925 Silver Necklace Pendant Pretty Cubic Zircon Jewelry Women,353,Brand New,210,True,416
30 Pack Chain Necklace Bulk Jewelry Making Chains Silver Plated,1410,Brand New,0,True,0
Gorgeous London Blue Topaz White Zircon Gemstone Silver Ring Size 6-10 Woman Men,559,New (Other),0,False,77
"Garnet Gemstone 925 Sterling Silver Handmade Jewelry Necklace 18""",985,New (Other),0,True,0
Citrine Bee Charm Ring- 925 Sterling Silver Rings Gold Plated Adjustable Jewelry,3343,Brand New,0,True,0
Alexis Bittar Line Art Necklace Gold Plated Geometric Minimalist Jewelry,2942,New (Other),0,False,0
Fashion Women Rhinestone Butterfly Pendant Necklace Silver Chain Jewelry Gift,257,Brand New,0,False,54
Gorgeous Women 925 Silver Filled Cubic Zirconia Rings Party Jewelry Size 6-10,471,Brand New,210,True,0
Fashion Jewelry Cat 925 Silver Plated Necklace Pendant for Women/Men Party Gifts,181,Brand New,210,True,333
"Purple Labradorite Gemstone 925 Sterling Silver Handmade Jewelry Pendant 1.87""",1048,New (Other),0,True,0
Empty Crystal Stone Holder WovenNecklace Rope Cords Pendant Nets DIY Jewelry New,127,Brand New,0,False,
30X Jewelers Loupe Magnifier Jewelry Coin Loop Magnifying Glass Eye Pocket,898,Brand New,0,False,1845
Stunning New 18K Rose Gold Filled Clear White Round CZ Heart Pendant Necklace,1695,New (Other),0,False,0
"""Nordic Gold""  One 2 Oz  ""Sampler"" For Jewelry Making etc. (Artificial Gold)",1000,Brand New,,False,0
Tioneer 6mm Domed Cap with Ridges 14k Yellow Gold Screw Back Earrings,7500,Brand New,0,False,0
925 Sterling Silver Natural Zambian Emrald Halloween Gift New Pendant Jewelry,2400,New (Other),0,True,0
Shop on eBay,2000,Brand New,,False,
Shop on eBay,2000,Brand New,,False,
St Saint Christopher Medal Travel Pendant Sterling Silver Necklace W/ Chain,6999,Brand New,0,True,0
"""Nordic Gold""  One 2 Oz  ""Sampler"" For Jewelry Making etc. (Artificial Gold)",1000,Brand New,,False,0
Pear Ammonite Fossil Stone 925 Sterling Silver Vintage Ethnic Pendant Jewelry,1530,New (Other),0,True,30
Tioneer 6mm Heart with Ridges 14k Yellow Gold Screw Back Earrings,7400,Brand New,0,False,0
Women's Necklace 18K Gold Stainless Steel Plated Chain Hot Charm Fashion Jewelry,611,Brand New,0,False,
"Yellow Gold filled 1.9mm (0.075"") Rolo Chain 3 Foot Length for Jewelry Making",5320,Brand New,700,False,0
Retro Creative Knockable Silver Plated Open Ring Women Jewelry Gift Adjustable,98,Brand New,0,False,0
URMYLADY 925 Sterling Silver Three Heart Earrings For Women Charm Jewelry,727,Brand New,0,False,0
SHOT PLATE Jewelry Making 👀 8 Holes STOP NO Impression DIE Embossing Steel Dies,8500,Brand New,0,True,0
Fashion Cross 925 Silver Plated Necklace Pendant Cubic Zircon Wedding Jewelry,203,Brand New,210,True,74
Pretty Flower 925 Silver Filled Stud Earring Women Cubic Zircon Wedding Jewelry,256,Brand New,210,True,1376
Women Elegant Wedding 925 Silver Filled Hoop Earrings Cubic Zirconia Jewelry,279,Brand New,210,True,303
"Stainless Steel Rope 316L Chain 14k Gold Plated 16""-30"" Men Women Necklace 2-6mm",799,Brand New,0,True,0
5 pcs Ladie's  ring Wax patterns for lost wax casting jewelry/waxes_k_1682,1000,New (Other),1365,True,0
"Coin Ring Jewelry Make, Self Centering Coin Ring Punch Kit 3/8"", 7/16"", 1/2"" USA",11000,Brand New,0,True,0
14K Solid Yellow Gold Round Diamond-Cut Huggie Hoop Earrings Baby Small 10MM,11499,Brand New,0,True,0
Fashion Stainless Steel Mama Pendant Necklace Bracelet Jewelry Mother's Day Gift,108,Brand New,0,False,
1.148 CTW 14K Yellow Gold Lab Grown Diamond Necklace Pendant MZ71084,66900,Brand New,0,False,0
"Natural Black Onyx Gemstone Fashion Jewelry 925 Silver Pendant 2.9"" ARP-3717",999,New (Other),0,True,0
Wedding Jewelry Mona Lisa Natural Peridot Morganite Garnet Silver Ring Size 6-10,895,New (Other),0,False,22
14K Yellow Gold Lab Grown Ruby Diamond Necklace MZ2484,92900,Brand New,0,False,0
Fashion 925 Silver Blue Eye Owl Ring Women Jewelry Animal Rings Adjustable,107,Brand New,0,False,98
New 925 Silver Water Tear Drop Pearl Crystal Dangle Earrings For Womens Jewelry,154,New (Other),0,True,
Elegant 925 Silver Plated Cubic Zircon Ring Women Wedding Jewelry Gift Sz 6-10,186,Brand New,210,True,55
Fashion Leopard 925 Silver Plated Ring Cubic Zircon Party Jewelry Sz 6-10,283,Brand New,210,True,0
Fashion 925 Silver Filled Stud Earrings Cubic Zirconia Wedding Jewelry A Pair,248,Brand New,210,False,
925 Sterling Silver Onyx Tetragrammaton Pentagram Star Ring Solomon Jewelry,5999,Brand New,900,False,0
"Gift For Her Copper Ammonite Fossil Electroformed Drop/Dangle Earrings 1.77""",2610,New (Other),0,True,0
Tioneer 7mm Round Star Bezel 14k Yellow Gold Screw Back Earrings,7600,Brand New,0,False,0
10 K YG Split Band Diamond Flower ,29998,Pre-Owned,0,False,0
WORLD FLAG STAINLESS STEEL EARRINGS 10mm Post Stud Pair Jewelry Country Pride,895,Brand New,0,True,0
Women Braided Heart Star Rope Bracelet Adjustable Bangle Card Jewelry Gifts NEW,83,Brand New,0,False,
Fashion Jewelry Soccer Ball Pendant Necklace Silver or Gold Colors 37-7,1064,Brand New,0,True,0
SILVER Test Acid Tester Kit Jewelry .999 .925 Sterling Testing Stone Detect,1597,Brand New,0,True,0
2PCS Women 925 Silver Filled Rings Gorgeous Cubic Zircon Wedding Jewelry Sz 6-10,269,Brand New,210,True,
Premium Steel Ring Mandrel Graduated 1-15 Marked Sizes Jewelry Sizing Tool Stick,2295,Brand New,0,True,4620
Men/Women Punk Jewelry Band 925 Silver Filled Ring Fashion Party Gifts Sz 6-10,168,Brand New,210,True,0
Gold Silver Jewelry Testing Acid Kit 14K 18K 22K 24 Test Kit White Stone,1997,Brand New,0,True,0
Womens 3 Rings Set Gold Filled Pearl Ring Midi Band Rings Jewelry Wrap Rings,140,New (Other),0,False,
"Solid Gold North Star Pendant in 10 or 14k, Celestial Necklace Jewelry Gifts",4499,Brand New,0,True,0
Tioneer 8mm Weed Leaf 14k Yellow Gold Screw Back Earrings,7000,Brand New,0,False,0
Wedding Rings Women Fashion 925 Silver Cubic Zircon Jewelry Gift Sz 6-10,256,Brand New,210,True,
Choker Crystal Fashion Necklace Women Girl Diamante Jewellery Rhinestone Silver•,175,Brand New,0,False,
Fashion Bee Beehive Zircon Chain Charm Pendant Necklace Women Jewelry wholesale,124,New (Other),0,False,
Butterfly Animal Pearl Crystal Brooch Pin Women Jewelry Wedding Bridal Wholesale,95,Brand New,0,False,
Magnetic Therapy Hematite Bracelet Anklet Necklace Mens Womens LAPIS #1,3324,New (Other),500,False,
Women Antique Gold Earrings Anniversary Gift Party Fine Jewelry,140,Brand New,141,True,
Bi-Color Tourmaline Gemstone Handmade 925 Sterling Silver Jewelry Pendant,1261,Brand New,0,False,0
925 Silver Women Wedding Necklaces Pendants Elegant Cubic Zirconia Jewelry,262,Brand New,210,True,52
925 Earings Crystal Silver Wedding Dangle Drop Jewelry Earrings Flower Womens ,154,New (Other),0,True,0
Gorgeous Cubic Zircon 925 Silver Plated Ring Wedding Women Jewelry Ring Sz 6-10,221,Brand New,210,True,162
12/20Pairs Crystal Rhinestone Pearl Earrings Set Stud Women Jewelry Wholesale,393,Brand New,0,False,
Clown heart Pedant necklace,1500,Brand New,414,False,0
Womens 18K Gold Plated Stainless Steel Multilayer Chain Necklace Charm Jewelry,499,New (Other),0,False,
Pretty Rose Flower Cross Pendant Necklace for Women Jewelry Valentine's Day Gift,74,Brand New,0,False,
"4-10mm Round 15pcs 1pcs each color,Loose cubic Zirconia Stone DIY for Jewelry",480,Brand New,0,True,50
Elegant Cubic Zircon 925 Silver Filled Rings Women Jewelry Wedding Gift Sz 6-10,243,Brand New,210,True,119
Affectionate Hug Couples Necklace Valentine's Day Embrace Chain Unisex Jewelry,636,Brand New,0,True,178
Rainbow Calsilica Gemstone Pendant 925 Silver Plated Wholesale 5pcs Jewelry Lots,999,New (Other),0,True,51
ALIZERO 925 Sterling Silver Charms Heart Pendant Necklace Woman Fashion Jewelry,691,Brand New,0,False,0
"2mm Stainless Steel Silver Herringbone Snake Chain Anklet 8-10"" Jewelry PE10",495,New (Other),0,True,0
Larimar Gemstone Pendant 925 Silver Plated Wholesale 5pcs Jewelry Lots,999,New (Other),0,True,0
Korean Tulip Flower Rose Earrings Ear Stud Women's Party Fashion Jewelry Gift,122,New (Other),0,False,
Couple Necklace for Women Men Love Heart Pendant Matching Necklaces Jewelry,699,Brand New,99,True,0
Classic 4 Colors Cubic Zirconia Rings Women 925 Silver Filled Jewelry Size 6-10,219,Brand New,210,True,0
Fashion Wedding Design Stainless Steel Exquisite Jewelry Ring Gift Women Sz6-1 *,99,Brand New,0,False,
925 Silver Filled Women Necklace Pendant Gift Elegant White Pearl Jewelry Girls,199,Brand New,210,True,91
GOLD PLATED EGYPTIAN JEWELRY QUEEN NEFERTITI LARGE HIP HOP STYLE CHARM PENDANT,1699,Brand New,0,False,0
"Natural Rose Quartz Gemstone Fashion Jewelry 925 Silver Earrings 1.8"" ARE-4874",999,New (Other),0,True,0
Sparkling 925 Silver Crystal Pave Ring Designer Wrap Ring Jewelry Wedding Bridal,203,New (Other),0,True,
Original Luminous Firefly Finger Ring CZ Jewelry 925 Silver Plated For Women,899,New (Other),0,False,
Vintage Crystal Baroque Christmas Tree Brooch Pin Jewelry Gift Accessories,664,Brand New,0,False,503
925 Sterling Silver Cat with Glasses Multicolor No. 7 Open Adjustable Ring,2695,New (Other),395,False,0
2PCS Stainless Steel Round CZ Earrings Screw Back Ear Stud for Men Women Jewelry,156,Brand New,0,False,0
Tioneer 7x9mm Elephant with CZ 14k Yellow Gold Screw Back Earrings,9000,Brand New,0,False,0
14K White Gold Lab Grown Diamond Pendant Necklace MZ71560,54900,Brand New,0,False,0
Shop on eBay,2000,Brand New,,False,
Shop on eBay,2000,Brand New,,False,
"Ammonite Fossil Copper Valentine Gift Wire Wrapped Drop/Dangle Earrings 2.24""",2205,New (Other),0,True,75
925 Silver Glass Turkish Evil Eye Blue Eye Pendant Necklace Women Jewelry,393,Brand New,0,False,65
14K Gold White Natural Diamond Necklace Pendant MZ71642,71900,Brand New,0,False,0
1.32 Ct Moissanite Cluster Pendant Necklace 18'' 14K White Gold Gift New,17978,Brand New,0,True,0
Fashion 18k Yellow Gold Plated Ring Cubic Zircon 2 Pcs/set Jewelry Sz 6-10,258,Brand New,210,True,0
Jewelry Cleaner Solution For Ultrasonic Cleaner & More. Silver Gold Diamond Gem,1499,Brand New,0,False,596
Blessed Silver Plated Cross Pendant Necklace for Women Men Chain Fashion Jewelry,100,Brand New,0,False,0
Women Y Shaped Lariat Drop Necklace Delicate Simple Jewelry Gift Trendy Fashion,189,Brand New,0,False,
1.219 CTW 14K Yellow Gold Lab Grown Diamond Necklace Pendant MZ61357-1,78900,Brand New,0,False,0
Punk Originality Snake Pendant Necklace Winding Silver Color Hiphop Neck Jewelry,866,Brand New,0,True,0
New Wall/Door Mounted Full Mirrored Jewelry Holder Organizer Cabinet Armoire US,6199,Brand New,0,True,830
Stainless Steel Punk Black Earrings Men Women Ear Stud Hoop Dangle Jewelry Gift,82,Brand New,0,False,
Wave-Shaped Blue Zircon Ring Women's Fashion 925 Silver Filled Ring Jewelry,504,New (Other),0,False,
"Yellow Gold Filled 1mm (0.04"") Rolo Chain 5 Foot Length for Jewelry Making",3135,Brand New,700,False,0
11.65 Ct Natural SAPPHIRE Gemstone CERTIFIED Orange Stone OVAL Jewelry Stone,2339,New (Other),0,False,0
14K Yellow Gold Round And Princess Cut Lab Grown Diamond Bangle Bracelet MZ12053,236900,Brand New,0,False,0
Necklace Earrings Jewelry Set Rhinestone Birthday Wedding Valentine's Day Gift,721,New (Other),0,False,0
Solid Gold Dainty Moon with Star Pendant Pendent Polish Finished in 10k or 14k,3704,Brand New,0,True,0
"Larvikite Pendant Gemstone 925 Sterling Silver Handmade Jewelry Pendant 2.05""",1425,New (Other),0,True,0
"The Love Between a Mother & Daughter Is Forever Necklace, Jewelry Gift Daughter",2519,New (Other),0,True,0
18K White Gold With Two 0.95 CTW Green Pear Emeralds Ring Fine Jewelry Rare Gift,95000,Brand New,0,False,0
New 5pc Gold Silver Color Metal Ear Cuff Non-Piercing Ear Clips Earrings Jewelry,499,New (Other),0,True,0
Women's Fashion Jewelry Gold Or Silver Rhinestone Wedding Anklet Bracelet 1-148,1166,Brand New,0,True,12
"24"" Snake Chain Any 4-Design 50 Pics Wholesale lot Necklace Jewelry Lot-059",12500,New (Other),0,True,
4mm 6mm 8mm 10mm 12mm Agate Natural Gemstone Round Spacer Beads Jewelry Making ,349,New (Other),0,True,
Crystal Flower Pins Brooch for Women Pearl Party Brooch Pins Gifts Jewelry,379,New (Other),0,False,
For Women Cubic Zircon Jewelry Wedding Fashion 925 Silver Necklace Pendant,232,Brand New,210,True,247
Multicolor South Sea Shell Pearl 8-14mm Round Beads Jewelry Necklace 14-48'' ,350,New (Other),299,False,
0.1 gram Electronic Troy Ounce Digital Jewelry Lab Scale Gold Silver Acid Test,1697,Brand New,0,True,0
Tioneer 7x9mm Minnie Mouse Outline 14k Yellow Gold Screw Back Earrings,6800,Brand New,0,False,0
10PC Black Brown Suede Leather String Necklace Cord Pro Jewelry -US Making N3I3,193,New (Other),0,False,
 Simple Fashion Silver Green Zircon Vintage Style Jewelry Ring Size 6-10,140,Brand New,141,True,
Women Cubic Zircon Wedding Necklace Pendant Romantic 925 Silver Filled Jewelry,200,Brand New,210,True,159
18k Yellow Gold Plated Pretty Flower Drop Earrings for Women Jewelry A Pair/set,205,Brand New,210,True,460
20pcs Mix Men's Women's Skull Ring Stainless Steel Jewelry Party Gift,2382,Brand New,0,True,0
Fashion Jewelry 925 Silver Stud Earring Women Cubic Zircon Gift A Pair,190,Brand New,210,True,51
 Stainless Steel Rotating Windmill Necklace Gold Pendant For Women Jewelry Gifts,210,New (Other),140,True,0
Women Gold Plated Thick Big Chain Chunky Choker Necklace Jewelry Gift,1139,New (Other),0,True,0
JSP Gold Jewelry Testing 10K 14K 18K Test Acid Solutions w/ Large Scratch Stone,1697,Brand New,0,True,0
20x Jewelers Magnifier Magnifying Glasses Eyeglasses for Gold Diamond Jewelry,1397,Brand New,0,True,0
